推數,噓數,文章分數,文章作者,文章名稱,發表時間
1,1,0,zakijudelo (Zack),[問卦] 川普辯論會狂插話噴口水，是計畫通？,Fri Oct  2 13:30:08 2020
15,22,-7,liuyihui (臺北然也),[問卦]台妹:大陸健保比台灣健保公平太多啦！,Wed Oct  7 20:21:26 2020
1,0,1,seth5421 (正版廢文王),[問卦] 大家會仔細算找回來的錢嗎,Wed Oct  7 20:52:07 2020
22,29,-7,Israfil (贖罪聖音),[新聞] 中共不是祖國？蔡正元歷史分析 「中國確,Fri Oct  2 15:10:13 2020
6,0,6,zxc2331189 (阿拉花瓜),[問卦] 同學會是不是有錢人才會出席?,Wed Oct  7 18:21:19 2020
6,3,3,ToHsiang (誤上賊船),[新聞] 2北市長熱門人選同現身 陳時中讚不簡單林右,Fri Oct  2 15:24:08 2020
6,4,2,taker627 (你馬英九嗎?),[問卦] Gogoro為什麼賣不動了？,Wed Oct  7 16:27:02 2020
63,21,42,joug (好東西不簽嗎),[新聞] 國防部：教召14天最高加薪1.5倍　1年1訓2,Wed Oct  7 16:31:29 2020
4,2,2,hugh509 ((0_ 0)),[爆卦] 學甲爐渣案 林易瑩:一直有耳聞市府壓新聞,Wed Oct  7 21:15:18 2020
57,0,57,Fongin (步萊恩),[問卦] 美國眾議院議長裴洛西，現在想什麼??,Fri Oct  2 14:38:39 2020
14,10,4,aftercome86 (竹炭),[問卦] 為啥一堆人執著要開放大麻?,Wed Oct  7 18:35:11 2020
1,1,0,Darvish5566 (達爾),[問卦] 十月驚奇會發生甚麼事情呢?,Fri Oct  2 13:27:42 2020
6,1,5,thegreatlcx (體制就跟五樓屁股一樣),[問卦] 台灣工人的形象怎麼救？,Fri Oct  2 14:32:48 2020
4,2,2,elec1141 (木村拓哉),[問卦] 川普中鏢 算中國攻擊嗎？,Fri Oct  2 13:27:56 2020
23,3,20,pprino (支持5566競選總統),[問卦] 員林為什麼是全台最富裕城鎮的八卦??,Wed Oct  7 19:53:48 2020
2,5,-3,qskingq (勾勾),[問卦] 如果美國堅持一中原則，台灣會被扁嗎==,Fri Oct  2 14:18:48 2020
3,2,1,s0930194 (航海之家),[問卦] 當初囤糧買冰箱的人，現在吃完了嗎?,Wed Oct  7 18:29:38 2020
7,1,6,MintSu (Simon),[問卦] 中國功夫打的贏印度少林功夫嗎？,Wed Oct  7 16:42:58 2020
9,2,7,ben28 (ben),[問卦] 賀中共國慶的藝人會賀我們國慶嗎？,Fri Oct  2 11:46:43 2020
5,0,5,doraBBO (天才小釣手),[問卦] 為什麼要相信房子會跌不能買這種話？,Wed Oct  7 19:37:00 2020
7,0,7,nothisman (在人海中迷失),[新聞] 地表「最胖肥熊」出爐！　635kg棕熊挺「,Wed Oct  7 21:00:58 2020
0,0,0,wa778895 (oilsunbright),[問卦] 我是被下套了嗎？,Wed Oct  7 21:27:26 2020
15,4,11,stan0720 (Kimo),[問卦] 認真問 人一天可以走幾公里呀？,Fri Oct  2 14:00:50 2020
10,7,3,alaza (無恥美國),[問卦] 川普確診 會不會延後選舉?,Fri Oct  2 13:15:27 2020
5,0,5,bigtreelife (Tree),[問卦] 叫外送的年輕人都是什麼人,Fri Oct  2 15:29:44 2020
1,0,1,join183club (183club),[新聞] 快訊／川普夫婦確診新冠肺炎 即刻開始隔,Fri Oct  2 13:37:56 2020
